geofips,geoname,year,per_capita_personal_income_usd
01001,"Autauga, AL",2019,42538.0
01001,"Autauga, AL",2020,45089.0
01001,"Autauga, AL",2021,49254.0
01001,"Autauga, AL",2022,49879.0
01001,"Autauga, AL",2023,52989.0
01001,"Autauga, AL",2024,55710.0
01003,"Baldwin, AL",2019,47921.0
01003,"Baldwin, AL",2020,50935.0
01003,"Baldwin, AL",2021,56504.0
01003,"Baldwin, AL",2022,57721.0
01003,"Baldwin, AL",2023,61354.0
01003,"Baldwin, AL",2024,63905.0
01005,"Barbour, AL",2019,34694.0
01005,"Barbour, AL",2020,37090.0
01005,"Barbour, AL",2021,41062.0
01005,"Barbour, AL",2022,41053.0
01005,"Barbour, AL",2023,41924.0
01005,"Barbour, AL",2024,44906.0
01007,"Bibb, AL",2019,32102.0
01007,"Bibb, AL",2020,34859.0
01007,"Bibb, AL",2021,37440.0
01007,"Bibb, AL",2022,38232.0
01007,"Bibb, AL",2023,40483.0
01007,"Bibb, AL",2024,41951.0
01009,"Blount, AL",2019,36554.0
01009,"Blount, AL",2020,37789.0
01009,"Blount, AL",2021,43062.0
01009,"Blount, AL",2022,44085.0
01009,"Blount, AL",2023,45863.0
01009,"Blount, AL",2024,48543.0
01011,"Bullock, AL",2019,27176.0
01011,"Bullock, AL",2020,30773.0
01011,"Bullock, AL",2021,34222.0
01011,"Bullock, AL",2022,33623.0
01011,"Bullock, AL",2023,37052.0
01011,"Bullock, AL",2024,39403.0
01013,"Butler, AL",2019,37751.0
01013,"Butler, AL",2020,39520.0
01013,"Butler, AL",2021,45620.0
01013,"Butler, AL",2022,47524.0
01013,"Butler, AL",2023,50171.0
01013,"Butler, AL",2024,53320.0
01015,"Calhoun, AL",2019,36761.0
01015,"Calhoun, AL",2020,39595.0
01015,"Calhoun, AL",2021,43320.0
01015,"Calhoun, AL",2022,42684.0
01015,"Calhoun, AL",2023,44970.0
01015,"Calhoun, AL",2024,47333.0
01017,"Chambers, AL",2019,33550.0
01017,"Chambers, AL",2020,36084.0
01017,"Chambers, AL",2021,39439.0
01017,"Chambers, AL",2022,39568.0
01017,"Chambers, AL",2023,41763.0
01017,"Chambers, AL",2024,43944.0
01019,"Cherokee, AL",2019,37892.0
01019,"Cherokee, AL",2020,39928.0
01019,"Cherokee, AL",2021,44703.0
01019,"Cherokee, AL",2022,44552.0
01019,"Cherokee, AL",2023,45613.0
01019,"Cherokee, AL",2024,47994.0
01021,"Chilton, AL",2019,36220.0
01021,"Chilton, AL",2020,38335.0
01021,"Chilton, AL",2021,42911.0
01021,"Chilton, AL",2022,43434.0
01021,"Chilton, AL",2023,45777.0
01021,"Chilton, AL",2024,48183.0
01023,"Choctaw, AL",2019,38470.0
01023,"Choctaw, AL",2020,40518.0
01023,"Choctaw, AL",2021,43719.0
01023,"Choctaw, AL",2022,43293.0
01023,"Choctaw, AL",2023,45672.0
01023,"Choctaw, AL",2024,49151.0
01025,"Clarke, AL",2019,37644.0
01025,"Clarke, AL",2020,41244.0
01025,"Clarke, AL",2021,45178.0
01025,"Clarke, AL",2022,44541.0
01025,"Clarke, AL",2023,46970.0
01025,"Clarke, AL",2024,49608.0
01027,"Clay, AL",2019,31968.0
01027,"Clay, AL",2020,35035.0
01027,"Clay, AL",2021,39596.0
01027,"Clay, AL",2022,39516.0
01027,"Clay, AL",2023,39620.0
01027,"Clay, AL",2024,42162.0
01029,"Cleburne, AL",2019,36009.0
01029,"Cleburne, AL",2020,37889.0
01029,"Cleburne, AL",2021,42969.0
01029,"Cleburne, AL",2022,44365.0
01029,"Cleburne, AL",2023,45164.0
01029,"Cleburne, AL",2024,47223.0
01031,"Coffee, AL",2019,42823.0
01031,"Coffee, AL",2020,45175.0
01031,"Coffee, AL",2021,50483.0
01031,"Coffee, AL",2022,51873.0
01031,"Coffee, AL",2023,53773.0
01031,"Coffee, AL",2024,56824.0
01033,"Colbert, AL",2019,37648.0
01033,"Colbert, AL",2020,40366.0
01033,"Colbert, AL",2021,44249.0
01033,"Colbert, AL",2022,44702.0
01033,"Colbert, AL",2023,46994.0
01033,"Colbert, AL",2024,48831.0
01035,"Conecuh, AL",2019,34183.0
01035,"Conecuh, AL",2020,37079.0
01035,"Conecuh, AL",2021,41517.0
01035,"Conecuh, AL",2022,41313.0
01035,"Conecuh, AL",2023,42980.0
01035,"Conecuh, AL",2024,45620.0
01037,"Coosa, AL",2019,33441.0
01037,"Coosa, AL",2020,35716.0
01037,"Coosa, AL",2021,39232.0
01037,"Coosa, AL",2022,38883.0
01037,"Coosa, AL",2023,41597.0
01037,"Coosa, AL",2024,43813.0
01039,"Covington, AL",2019,35428.0
01039,"Covington, AL",2020,37856.0
01039,"Covington, AL",2021,41928.0
01039,"Covington, AL",2022,42432.0
01039,"Covington, AL",2023,43710.0
01039,"Covington, AL",2024,47143.0
01041,"Crenshaw, AL",2019,37798.0
01041,"Crenshaw, AL",2020,39828.0
01041,"Crenshaw, AL",2021,45924.0
01041,"Crenshaw, AL",2022,48483.0
01041,"Crenshaw, AL",2023,48362.0
01041,"Crenshaw, AL",2024,52962.0
01043,"Cullman, AL",2019,39863.0
01043,"Cullman, AL",2020,41514.0
01043,"Cullman, AL",2021,47001.0
01043,"Cullman, AL",2022,49786.0
01043,"Cullman, AL",2023,50945.0
01043,"Cullman, AL",2024,53577.0
01045,"Dale, AL",2019,37343.0
01045,"Dale, AL",2020,40004.0
01045,"Dale, AL",2021,44297.0
01045,"Dale, AL",2022,44902.0
01045,"Dale, AL",2023,46314.0
01045,"Dale, AL",2024,48767.0
01047,"Dallas, AL",2019,35142.0
01047,"Dallas, AL",2020,39316.0
01047,"Dallas, AL",2021,42624.0
01047,"Dallas, AL",2022,42265.0
01047,"Dallas, AL",2023,45130.0
01047,"Dallas, AL",2024,48214.0
01049,"DeKalb, AL",2019,32887.0
01049,"DeKalb, AL",2020,34982.0
01049,"DeKalb, AL",2021,40176.0
01049,"DeKalb, AL",2022,42115.0
01049,"DeKalb, AL",2023,42416.0
01049,"DeKalb, AL",2024,45152.0
01051,"Elmore, AL",2019,41927.0
01051,"Elmore, AL",2020,44559.0
01051,"Elmore, AL",2021,48686.0
01051,"Elmore, AL",2022,48775.0
01051,"Elmore, AL",2023,52328.0
01051,"Elmore, AL",2024,55485.0
01053,"Escambia, AL",2019,33271.0
01053,"Escambia, AL",2020,36169.0
01053,"Escambia, AL",2021,40265.0
01053,"Escambia, AL",2022,40499.0
01053,"Escambia, AL",2023,42796.0
01053,"Escambia, AL",2024,45432.0
01055,"Etowah, AL",2019,37313.0
01055,"Etowah, AL",2020,39576.0
01055,"Etowah, AL",2021,42918.0
01055,"Etowah, AL",2022,43197.0
01055,"Etowah, AL",2023,45095.0
01055,"Etowah, AL",2024,47787.0
01057,"Fayette, AL",2019,35857.0
01057,"Fayette, AL",2020,38270.0
01057,"Fayette, AL",2021,42290.0
01057,"Fayette, AL",2022,43018.0
01057,"Fayette, AL",2023,43458.0
01057,"Fayette, AL",2024,45612.0
01059,"Franklin, AL",2019,33921.0
01059,"Franklin, AL",2020,36527.0
01059,"Franklin, AL",2021,40369.0
01059,"Franklin, AL",2022,42381.0
01059,"Franklin, AL",2023,41996.0
01059,"Franklin, AL",2024,44751.0
01061,"Geneva, AL",2019,35831.0
01061,"Geneva, AL",2020,38206.0
01061,"Geneva, AL",2021,42179.0
01061,"Geneva, AL",2022,42387.0
01061,"Geneva, AL",2023,44281.0
01061,"Geneva, AL",2024,46556.0
01063,"Greene, AL",2019,33411.0
01063,"Greene, AL",2020,36802.0
01063,"Greene, AL",2021,40556.0
01063,"Greene, AL",2022,38672.0
01063,"Greene, AL",2023,40604.0
01063,"Greene, AL",2024,43030.0
01065,"Hale, AL",2019,37905.0
01065,"Hale, AL",2020,41456.0
01065,"Hale, AL",2021,44986.0
01065,"Hale, AL",2022,44630.0
01065,"Hale, AL",2023,46578.0
01065,"Hale, AL",2024,48326.0
01067,"Henry, AL",2019,44482.0
01067,"Henry, AL",2020,46951.0
01067,"Henry, AL",2021,53893.0
01067,"Henry, AL",2022,53120.0
01067,"Henry, AL",2023,54099.0
01067,"Henry, AL",2024,56661.0
01069,"Houston, AL",2019,43907.0
01069,"Houston, AL",2020,47460.0
01069,"Houston, AL",2021,51716.0
01069,"Houston, AL",2022,52035.0
01069,"Houston, AL",2023,54877.0
01069,"Houston, AL",2024,57714.0
01071,"Jackson, AL",2019,36957.0
01071,"Jackson, AL",2020,39025.0
01071,"Jackson, AL",2021,43280.0
01071,"Jackson, AL",2022,44272.0
01071,"Jackson, AL",2023,45890.0
01071,"Jackson, AL",2024,48078.0
01073,"Jefferson, AL",2019,54561.0
01073,"Jefferson, AL",2020,57966.0
01073,"Jefferson, AL",2021,65321.0
01073,"Jefferson, AL",2022,67540.0
01073,"Jefferson, AL",2023,72313.0
01073,"Jefferson, AL",2024,75312.0
01075,"Lamar, AL",2019,34228.0
01075,"Lamar, AL",2020,36828.0
01075,"Lamar, AL",2021,39937.0
01075,"Lamar, AL",2022,40141.0
01075,"Lamar, AL",2023,42158.0
01075,"Lamar, AL",2024,44886.0
01077,"Lauderdale, AL",2019,38290.0
01077,"Lauderdale, AL",2020,42085.0
01077,"Lauderdale, AL",2021,44977.0
01077,"Lauderdale, AL",2022,44918.0
01077,"Lauderdale, AL",2023,47167.0
01077,"Lauderdale, AL",2024,49560.0
01079,"Lawrence, AL",2019,35759.0
01079,"Lawrence, AL",2020,37818.0
01079,"Lawrence, AL",2021,42346.0
01079,"Lawrence, AL",2022,43959.0
01079,"Lawrence, AL",2023,44995.0
01079,"Lawrence, AL",2024,47190.0
01081,"Lee, AL",2019,38989.0
01081,"Lee, AL",2020,41028.0
01081,"Lee, AL",2021,45303.0
01081,"Lee, AL",2022,46178.0
01081,"Lee, AL",2023,48614.0
01081,"Lee, AL",2024,50811.0
01083,"Limestone, AL",2019,44370.0
01083,"Limestone, AL",2020,47402.0
01083,"Limestone, AL",2021,53281.0
01083,"Limestone, AL",2022,53967.0
01083,"Limestone, AL",2023,57214.0
01083,"Limestone, AL",2024,59614.0
01085,"Lowndes, AL",2019,39492.0
01085,"Lowndes, AL",2020,43423.0
01085,"Lowndes, AL",2021,48628.0
01085,"Lowndes, AL",2022,50952.0
01085,"Lowndes, AL",2023,53495.0
01085,"Lowndes, AL",2024,58121.0
01087,"Macon, AL",2019,31494.0
01087,"Macon, AL",2020,34745.0
01087,"Macon, AL",2021,38053.0
01087,"Macon, AL",2022,38786.0
01087,"Macon, AL",2023,41616.0
01087,"Macon, AL",2024,44788.0
01089,"Madison, AL",2019,52649.0
01089,"Madison, AL",2020,56100.0
01089,"Madison, AL",2021,60682.0
01089,"Madison, AL",2022,62519.0
01089,"Madison, AL",2023,66069.0
01089,"Madison, AL",2024,69038.0
01091,"Marengo, AL",2019,39725.0
01091,"Marengo, AL",2020,43877.0
01091,"Marengo, AL",2021,47535.0
01091,"Marengo, AL",2022,46806.0
01091,"Marengo, AL",2023,49730.0
01091,"Marengo, AL",2024,52576.0
01093,"Marion, AL",2019,33481.0
01093,"Marion, AL",2020,37131.0
01093,"Marion, AL",2021,41633.0
01093,"Marion, AL",2022,43363.0
01093,"Marion, AL",2023,45271.0
01093,"Marion, AL",2024,47179.0
01095,"Marshall, AL",2019,37674.0
01095,"Marshall, AL",2020,41167.0
01095,"Marshall, AL",2021,46123.0
01095,"Marshall, AL",2022,47043.0
01095,"Marshall, AL",2023,48839.0
01095,"Marshall, AL",2024,51209.0
01097,"Mobile, AL",2019,39294.0
01097,"Mobile, AL",2020,42588.0
01097,"Mobile, AL",2021,47810.0
01097,"Mobile, AL",2022,48370.0
01097,"Mobile, AL",2023,51482.0
01097,"Mobile, AL",2024,53901.0
01099,"Monroe, AL",2019,35278.0
01099,"Monroe, AL",2020,38725.0
01099,"Monroe, AL",2021,42652.0
01099,"Monroe, AL",2022,42513.0
01099,"Monroe, AL",2023,44191.0
01099,"Monroe, AL",2024,46759.0
01101,"Montgomery, AL",2019,43199.0
01101,"Montgomery, AL",2020,46080.0
01101,"Montgomery, AL",2021,49744.0
01101,"Montgomery, AL",2022,50837.0
01101,"Montgomery, AL",2023,54179.0
01101,"Montgomery, AL",2024,57265.0
01103,"Morgan, AL",2019,40397.0
01103,"Morgan, AL",2020,43209.0
01103,"Morgan, AL",2021,46666.0
01103,"Morgan, AL",2022,47579.0
01103,"Morgan, AL",2023,49773.0
01103,"Morgan, AL",2024,52318.0
01105,"Perry, AL",2019,32541.0
01105,"Perry, AL",2020,37810.0
01105,"Perry, AL",2021,40510.0
01105,"Perry, AL",2022,40241.0
01105,"Perry, AL",2023,42720.0
01105,"Perry, AL",2024,44524.0
01107,"Pickens, AL",2019,36123.0
01107,"Pickens, AL",2020,39036.0
01107,"Pickens, AL",2021,44003.0
01107,"Pickens, AL",2022,41538.0
01107,"Pickens, AL",2023,42799.0
01107,"Pickens, AL",2024,45013.0
01109,"Pike, AL",2019,37768.0
01109,"Pike, AL",2020,40937.0
01109,"Pike, AL",2021,45723.0
01109,"Pike, AL",2022,47569.0
01109,"Pike, AL",2023,48719.0
01109,"Pike, AL",2024,51706.0
01111,"Randolph, AL",2019,34940.0
01111,"Randolph, AL",2020,36450.0
01111,"Randolph, AL",2021,42148.0
01111,"Randolph, AL",2022,42760.0
01111,"Randolph, AL",2023,42915.0
01111,"Randolph, AL",2024,45447.0
01113,"Russell, AL",2019,32919.0
01113,"Russell, AL",2020,35812.0
01113,"Russell, AL",2021,40019.0
01113,"Russell, AL",2022,39049.0
01113,"Russell, AL",2023,41193.0
01113,"Russell, AL",2024,43971.0
01115,"St. Clair, AL",2019,41297.0
01115,"St. Clair, AL",2020,43116.0
01115,"St. Clair, AL",2021,47395.0
01115,"St. Clair, AL",2022,48249.0
01115,"St. Clair, AL",2023,51097.0
01115,"St. Clair, AL",2024,54878.0
01117,"Shelby, AL",2019,57402.0
01117,"Shelby, AL",2020,59916.0
01117,"Shelby, AL",2021,65375.0
01117,"Shelby, AL",2022,67471.0
01117,"Shelby, AL",2023,71510.0
01117,"Shelby, AL",2024,74513.0
01119,"Sumter, AL",2019,32277.0
01119,"Sumter, AL",2020,35831.0
01119,"Sumter, AL",2021,39247.0
01119,"Sumter, AL",2022,38568.0
01119,"Sumter, AL",2023,40753.0
01119,"Sumter, AL",2024,43035.0
01121,"Talladega, AL",2019,35123.0
01121,"Talladega, AL",2020,37957.0
01121,"Talladega, AL",2021,41431.0
01121,"Talladega, AL",2022,41552.0
01121,"Talladega, AL",2023,43842.0
01121,"Talladega, AL",2024,45757.0
01123,"Tallapoosa, AL",2019,41816.0
01123,"Tallapoosa, AL",2020,44271.0
01123,"Tallapoosa, AL",2021,48838.0
01123,"Tallapoosa, AL",2022,49152.0
01123,"Tallapoosa, AL",2023,52576.0
01123,"Tallapoosa, AL",2024,55117.0
01125,"Tuscaloosa, AL",2019,37599.0
01125,"Tuscaloosa, AL",2020,39378.0
01125,"Tuscaloosa, AL",2021,41166.0
01125,"Tuscaloosa, AL",2022,42056.0
01125,"Tuscaloosa, AL",2023,44641.0
01125,"Tuscaloosa, AL",2024,46696.0
01127,"Walker, AL",2019,40970.0
01127,"Walker, AL",2020,42787.0
01127,"Walker, AL",2021,47150.0
01127,"Walker, AL",2022,49282.0
01127,"Walker, AL",2023,52060.0
01127,"Walker, AL",2024,54820.0
01129,"Washington, AL",2019,38505.0
01129,"Washington, AL",2020,40813.0
01129,"Washington, AL",2021,44371.0
01129,"Washington, AL",2022,45510.0
01129,"Washington, AL",2023,47479.0
01129,"Washington, AL",2024,50546.0
01131,"Wilcox, AL",2019,32887.0
01131,"Wilcox, AL",2020,35597.0
01131,"Wilcox, AL",2021,39717.0
01131,"Wilcox, AL",2022,38764.0
01131,"Wilcox, AL",2023,41811.0
01131,"Wilcox, AL",2024,44610.0
01133,"Winston, AL",2019,35706.0
01133,"Winston, AL",2020,39435.0
01133,"Winston, AL",2021,42930.0
01133,"Winston, AL",2022,43539.0
01133,"Winston, AL",2023,45219.0
01133,"Winston, AL",2024,47281.0
02010,"Aleutian Islands Census Area, AK*",2019,0.0
02010,"Aleutian Islands Census Area, AK*",2020,0.0
02010,"Aleutian Islands Census Area, AK*",2021,0.0
02010,"Aleutian Islands Census Area, AK*",2022,0.0
02010,"Aleutian Islands Census Area, AK*",2023,0.0
02010,"Aleutian Islands Census Area, AK*",2024,0.0
02013,"Aleutians East Borough, AK*",2019,60425.0
02013,"Aleutians East Borough, AK*",2020,56950.0
02013,"Aleutians East Borough, AK*",2021,59339.0
02013,"Aleutians East Borough, AK*",2022,63358.0
02013,"Aleutians East Borough, AK*",2023,64260.0
02013,"Aleutians East Borough, AK*",2024,49624.0
02016,"Aleutians West Census Area, AK*",2019,60015.0
02016,"Aleutians West Census Area, AK*",2020,62534.0
02016,"Aleutians West Census Area, AK*",2021,63869.0
02016,"Aleutians West Census Area, AK*",2022,68810.0
02016,"Aleutians West Census Area, AK*",2023,70481.0
02016,"Aleutians West Census Area, AK*",2024,69676.0
02020,"Anchorage Municipality, AK",2019,66370.0
02020,"Anchorage Municipality, AK",2020,67927.0
02020,"Anchorage Municipality, AK",2021,72192.0
02020,"Anchorage Municipality, AK",2022,76381.0
02020,"Anchorage Municipality, AK",2023,80155.0
02020,"Anchorage Municipality, AK",2024,84370.0
02050,"Bethel Census Area, AK*",2019,44272.0
02050,"Bethel Census Area, AK*",2020,45608.0
02050,"Bethel Census Area, AK*",2021,46974.0
02050,"Bethel Census Area, AK*",2022,49249.0
02050,"Bethel Census Area, AK*",2023,48857.0
02050,"Bethel Census Area, AK*",2024,50706.0
02060,"Bristol Bay Borough, AK",2019,137372.0
02060,"Bristol Bay Borough, AK",2020,142607.0
02060,"Bristol Bay Borough, AK",2021,164143.0
02060,"Bristol Bay Borough, AK",2022,158101.0
02060,"Bristol Bay Borough, AK",2023,163320.0
02060,"Bristol Bay Borough, AK",2024,158406.0
02063,"Chugach Census Area, AK*",2019,0.0
02063,"Chugach Census Area, AK*",2020,61425.0
02063,"Chugach Census Area, AK*",2021,68855.0
02063,"Chugach Census Area, AK*",2022,69975.0
02063,"Chugach Census Area, AK*",2023,72649.0
02063,"Chugach Census Area, AK*",2024,74430.0
02066,"Copper River Census Area, AK*",2019,0.0
02066,"Copper River Census Area, AK*",2020,49326.0
02066,"Copper River Census Area, AK*",2021,58974.0
02066,"Copper River Census Area, AK*",2022,57376.0
02066,"Copper River Census Area, AK*",2023,60702.0
02066,"Copper River Census Area, AK*",2024,64258.0
02068,"Denali Borough, AK*",2019,102578.0
02068,"Denali Borough, AK*",2020,88625.0
02068,"Denali Borough, AK*",2021,109498.0
02068,"Denali Borough, AK*",2022,120140.0
02068,"Denali Borough, AK*",2023,130201.0
02068,"Denali Borough, AK*",2024,134417.0
02070,"Dillingham Census Area, AK*",2019,57498.0
02070,"Dillingham Census Area, AK*",2020,57379.0
02070,"Dillingham Census Area, AK*",2021,58755.0
02070,"Dillingham Census Area, AK*",2022,60862.0
02070,"Dillingham Census Area, AK*",2023,63419.0
02070,"Dillingham Census Area, AK*",2024,66350.0
02090,"Fairbanks North Star Borough, AK",2019,58345.0
02090,"Fairbanks North Star Borough, AK",2020,60400.0
02090,"Fairbanks North Star Borough, AK",2021,65312.0
02090,"Fairbanks North Star Borough, AK",2022,67708.0
02090,"Fairbanks North Star Borough, AK",2023,69914.0
02090,"Fairbanks North Star Borough, AK",2024,75191.0
02100,"Haines Borough, AK*",2019,83904.0
02100,"Haines Borough, AK*",2020,75973.0
02100,"Haines Borough, AK*",2021,86153.0
02100,"Haines Borough, AK*",2022,85141.0
02100,"Haines Borough, AK*",2023,94142.0
02100,"Haines Borough, AK*",2024,100738.0
02105,"Hoonah-Angoon Census Area, AK*",2019,56908.0
02105,"Hoonah-Angoon Census Area, AK*",2020,55522.0
02105,"Hoonah-Angoon Census Area, AK*",2021,61133.0
02105,"Hoonah-Angoon Census Area, AK*",2022,68673.0
02105,"Hoonah-Angoon Census Area, AK*",2023,73586.0
02105,"Hoonah-Angoon Census Area, AK*",2024,77925.0
02110,"Juneau City and Borough, AK",2019,69937.0
02110,"Juneau City and Borough, AK",2020,70573.0
02110,"Juneau City and Borough, AK",2021,74509.0
02110,"Juneau City and Borough, AK",2022,79436.0
02110,"Juneau City and Borough, AK",2023,84994.0
02110,"Juneau City and Borough, AK",2024,88889.0
02122,"Kenai Peninsula Borough, AK*",2019,53949.0
02122,"Kenai Peninsula Borough, AK*",2020,55824.0
02122,"Kenai Peninsula Borough, AK*",2021,59273.0
02122,"Kenai Peninsula Borough, AK*",2022,60619.0
02122,"Kenai Peninsula Borough, AK*",2023,63937.0
02122,"Kenai Peninsula Borough, AK*",2024,67429.0
02130,"Ketchikan Gateway Borough, AK*",2019,68096.0
02130,"Ketchikan Gateway Borough, AK*",2020,66172.0
02130,"Ketchikan Gateway Borough, AK*",2021,69898.0
02130,"Ketchikan Gateway Borough, AK*",2022,74038.0
02130,"Ketchikan Gateway Borough, AK*",2023,80857.0
02130,"Ketchikan Gateway Borough, AK*",2024,85247.0
02150,"Kodiak Island Borough, AK",2019,61991.0
02150,"Kodiak Island Borough, AK",2020,65487.0
02150,"Kodiak Island Borough, AK",2021,68994.0
02150,"Kodiak Island Borough, AK",2022,71765.0
02150,"Kodiak Island Borough, AK",2023,75475.0
02150,"Kodiak Island Borough, AK",2024,76286.0
02158,"Kusilvak Census Area, AK*",2019,30878.0
02158,"Kusilvak Census Area, AK*",2020,32537.0
02158,"Kusilvak Census Area, AK*",2021,36002.0
02158,"Kusilvak Census Area, AK*",2022,37634.0
02158,"Kusilvak Census Area, AK*",2023,36837.0
02158,"Kusilvak Census Area, AK*",2024,37765.0
02164,"Lake and Peninsula Borough, AK*",2019,57446.0
02164,"Lake and Peninsula Borough, AK*",2020,58130.0
02164,"Lake and Peninsula Borough, AK*",2021,64173.0
02164,"Lake and Peninsula Borough, AK*",2022,68770.0
02164,"Lake and Peninsula Borough, AK*",2023,74522.0
02164,"Lake and Peninsula Borough, AK*",2024,76538.0
02170,"Matanuska-Susitna Borough, AK",2019,50081.0
02170,"Matanuska-Susitna Borough, AK",2020,52389.0
02170,"Matanuska-Susitna Borough, AK",2021,55106.0
02170,"Matanuska-Susitna Borough, AK",2022,58517.0
02170,"Matanuska-Susitna Borough, AK",2023,60480.0
02170,"Matanuska-Susitna Borough, AK",2024,63994.0
02180,"Nome Census Area, AK",2019,52214.0
02180,"Nome Census Area, AK",2020,53853.0
02180,"Nome Census Area, AK",2021,57853.0
02180,"Nome Census Area, AK",2022,63826.0
02180,"Nome Census Area, AK",2023,64236.0
02180,"Nome Census Area, AK",2024,68245.0
02185,"North Slope Borough, AK*",2019,79609.0
02185,"North Slope Borough, AK*",2020,76086.0
02185,"North Slope Borough, AK*",2021,71832.0
02185,"North Slope Borough, AK*",2022,77563.0
02185,"North Slope Borough, AK*",2023,86211.0
02185,"North Slope Borough, AK*",2024,92214.0
02188,"Northwest Arctic Borough, AK",2019,47530.0
02188,"Northwest Arctic Borough, AK",2020,48963.0
02188,"Northwest Arctic Borough, AK",2021,51935.0
02188,"Northwest Arctic Borough, AK",2022,55837.0
02188,"Northwest Arctic Borough, AK",2023,57365.0
02188,"Northwest Arctic Borough, AK",2024,62888.0
02195,"Petersburg Borough, AK*",2019,66173.0
02195,"Petersburg Borough, AK*",2020,68780.0
02195,"Petersburg Borough, AK*",2021,76156.0
02195,"Petersburg Borough, AK*",2022,74795.0
02195,"Petersburg Borough, AK*",2023,82157.0
02195,"Petersburg Borough, AK*",2024,82785.0
02198,"Prince of Wales-Hyder Census Area, AK*",2019,48549.0
02198,"Prince of Wales-Hyder Census Area, AK*",2020,51457.0
02198,"Prince of Wales-Hyder Census Area, AK*",2021,54197.0
02198,"Prince of Wales-Hyder Census Area, AK*",2022,53795.0
02198,"Prince of Wales-Hyder Census Area, AK*",2023,55078.0
02198,"Prince of Wales-Hyder Census Area, AK*",2024,56996.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2019,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2020,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2021,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2022,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2023,0.0
02201,"Prince of Wales-Outer Ketchikan Census Area, AK*",2024,0.0
02220,"Sitka City and Borough, AK*",2019,68615.0
02220,"Sitka City and Borough, AK*",2020,67832.0
02220,"Sitka City and Borough, AK*",2021,78440.0
02220,"Sitka City and Borough, AK*",2022,80290.0
02220,"Sitka City and Borough, AK*",2023,88103.0
02220,"Sitka City and Borough, AK*",2024,91448.0
02230,"Skagway Municipality, AK*",2019,76286.0
02230,"Skagway Municipality, AK*",2020,57988.0
02230,"Skagway Municipality, AK*",2021,69151.0
02230,"Skagway Municipality, AK*",2022,78328.0
02230,"Skagway Municipality, AK*",2023,92627.0
02230,"Skagway Municipality, AK*",2024,99837.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2019,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2020,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2021,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2022,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2023,0.0
02231,"Skagway-Yakutat-Angoon Census Area, AK*",2024,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2019,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2020,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2021,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2022,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2023,0.0
02232,"Skagway-Hoonah-Angoon Census Area, AK*",2024,0.0
02240,"Southeast Fairbanks Census Area, AK*",2019,51657.0
02240,"Southeast Fairbanks Census Area, AK*",2020,53248.0
02240,"Southeast Fairbanks Census Area, AK*",2021,59350.0
02240,"Southeast Fairbanks Census Area, AK*",2022,61056.0
02240,"Southeast Fairbanks Census Area, AK*",2023,64682.0
02240,"Southeast Fairbanks Census Area, AK*",2024,68784.0
02261,"Valdez-Cordova Census Area, AK*",2019,59026.0
02261,"Valdez-Cordova Census Area, AK*",2020,0.0
02261,"Valdez-Cordova Census Area, AK*",2021,0.0
02261,"Valdez-Cordova Census Area, AK*",2022,0.0
02261,"Valdez-Cordova Census Area, AK*",2023,0.0
02261,"Valdez-Cordova Census Area, AK*",2024,0.0
02275,"Wrangell City and Borough, AK*",2019,54429.0
02275,"Wrangell City and Borough, AK*",2020,56515.0
02275,"Wrangell City and Borough, AK*",2021,60515.0
02275,"Wrangell City and Borough, AK*",2022,61337.0
02275,"Wrangell City and Borough, AK*",2023,64204.0
02275,"Wrangell City and Borough, AK*",2024,67715.0
02280,"Wrangell-Petersburg Census Area, AK*",2019,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2020,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2021,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2022,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2023,0.0
02280,"Wrangell-Petersburg Census Area, AK*",2024,0.0
02282,"Yakutat City and Borough, AK*",2019,58725.0
02282,"Yakutat City and Borough, AK*",2020,58933.0
02282,"Yakutat City and Borough, AK*",2021,63156.0
02282,"Yakutat City and Borough, AK*",2022,63377.0
02282,"Yakutat City and Borough, AK*",2023,63173.0
02282,"Yakutat City and Borough, AK*",2024,64065.0
02290,"Yukon-Koyukuk Census Area, AK*",2019,55962.0
02290,"Yukon-Koyukuk Census Area, AK*",2020,57909.0
02290,"Yukon-Koyukuk Census Area, AK*",2021,62442.0
